policy_id,title,keywords,category,category_l,category_m,region_sido,region_zip_first,age_min,age_max,age_limit_yn,income_condition,marriage_code,apply_period_type,apply_period_raw,biz_start,biz_end,provider_main,provider_operator,apply_url,ref_url_1,ref_url_2,raw_expln,raw_support,raw_snippet,notes,created_at,updated_at
20251106005400211807,생성형 AI 고위험 고립 · 은둔 청(소)년 사전예방 시스템[점프프렌즈(JUMP FRIENDS)],맞춤형상담서비스,소득·생활,복지문화,취약계층 및 금융지원,경기도,41590,14.0,39.0,N,,결혼 여부 상관없음,상시모집,,,,경기도 화성시 복지국 청년청소년정책과,,https://hscity.jumpfriends.org,https://hey.hscity.go.kr/base/board/read?boardManagementNo=8&boardNo=1159&searchCategory=&page=1&searchType=&searchWord=&menuLevel=2&menuNo=31,,"생성형 AI를 활용하여 온라인에서 고립 · 은둔 위기 청(소)년을 발굴하고, 상담 및 지원 서비스와 연계하여 사회 복귀를 지원하기 위한 생성형 AI 기반 고위험 고립 · 은둔 청(소)년 사전예방 시스템","생성형 AI 기반 공감 대화 상담 서비스
  - 고립 ․ 은둔 위기 청(소)년 선별 기능 및 전문 상담 서비스* 이용 권유
     * (청소년, 14세 ~ 24세) 청소년상담복지센터(031-225-1318), 
        (청년, 25세 ~ 39세) 정신건강복지센터(031-352-0175)
  - 자살 ․ 자해 등 고위험군 탐지 및 위기 대응 서비스(1388·109) 연계","생성형 AI를 활용하여 온라인에서 고립 · 은둔 위기 청(소)년을 발굴하고, 상담 및 지원 서비스와 연계하여 사회 복귀를 지원하기 위한 생성형 AI 기반 고위험 고립 · 은둔 청(소)년 사전예방 시스템",,2025-11-06 18:55:25,2025-11-07 11:04:46
20251106005400211805,함안청년 창업가 지속성장 지원사업,보조금,취업·일자리,일자리,창업,서울특별시,11110,19.0,49.0,N,,결혼 여부 상관없음,기간모집,20250101 ~ 20250110,20250101.0,20251231.0,경상남도 함안군 혁신전략담당관,,https://www.haman.go.kr,https://www.haman.go.kr,https://www.youthhaman.kr/contents/04_share/board.html?board_id=board_notice&mode=view&no=176,지역문제를 고민하고 해결하는 과정에서 지역 특성과 고유한 자원을 활용해 창업을 희망하는 함안청년창업가 양성,"○ 예비창업자 창업상담
○ 창업아카데미를 통한 전문경영교육(회계, 마케팅 등) 및 컨설팅 지원
○ 창업에 필요한 시제품 개발 및 마케팅 비용 지원
○ 창업관련 행사 및 민간지원 연계(박람회, 마켓, 지역행사, 토크콘서트 등)",지역문제를 고민하고 해결하는 과정에서 지역 특성과 고유한 자원을 활용해 창업을 희망하는 함안청년창업가 양성,,2025-11-06 17:39:46,2025-11-07 10:57:52
20250909005400211679,공학교육혁신센터 지원,"보조금,교육지원",취업·일자리,일자리,취업,서울특별시,11110,,,Y,,결혼 여부 상관없음,기간모집,20250409 ~ 20250430,20250401.0,20260228.0,청년정책담당관,홍익대학교,http://grida.hongik.ac.kr,http://grida.hongik.ac.kr,,산업계 수요 및 대학특성에 맞는 공학교육 프로그램 개발·운영으로 관내 기업 연계 캡스톤디자인 수행,"○ (사 업 명) 2025년 공학교육혁신센터 지원사업
 ○ (사업기간) '25. 4. 1. ~ '26. 2.   ※ 대학 회계연도 적용
 ○ (총사업비) 167백만원(국비 120, 시비 20, 대학 17, 산업체 10)
    ※ 국비는 국가직접지원(산업통상자원부), 市는 시비 20백만원 편성‧교부
 ○ (주요내용) 홍익대학교세종캠퍼스 재학생 대상으로 캡스톤디자인 20팀 모집 및 과제 수행비(팀 운영비, 경진대회 참여경비 등) 지원",산업계 수요 및 대학특성에 맞는 공학교육 프로그램 개발·운영으로 관내 기업 연계 캡스톤디자인 수행,(지원규모) 홍익대학교 재학생 20팀,2025-09-09 09:00:20,2025-09-09 15:59:44
20250908005400211676,청년기업 디자인 지원사업(세종시 맞춤형디자인 지원사업),"맞춤형상담서비스,교육지원",취업·일자리,일자리,창업,서울특별시,11110,19.0,39.0,N,,결혼 여부 상관없음,기간모집,20250701 ~ 20250714,20250201.0,20251231.0,정책기획관,,https://www.sejong.go.kr/shrUrl/BG752j07WU.do,https://www.sejong.go.kr/shrUrl/BG752j07WU.do,,디자인 개발에 어려움을 겪고 있는 청년에게 맞춤형 디자인 지원,"□ 지원대상
사업자등록증(농업경영체등록 확인서) 소재지가 세종시 또는 주민등록상 1년 이상 거주지가 세종시 (예비)청년*창업자, (예비)청년농업인**
     * 만19세~ 39세 이하의 청년(1985.1.1. 이후출생)
    ** 만18세~45세 미만의 청년농업인(1980.1.1. 이후출생)

□ 지원내용
◦디자인 지원분야 4개 항목(브랜드·상품포장·홍보물·전시부스 그래픽 디자인 등) 중 1개 선택 가능하며 참여기업에 대한 디자인 컨설팅 진행 후 디자인 개발
 ◦디자인 지원 후 6개월 이내 디자인에 대한 애로사항 자문 지원 실시
 ◦본 사업은 디자인 개발지원으로 실제 상용화하는 제작비(인쇄비, 사진 촬영비 등)는 해당 기업 자부담
※ 업체별 협의 및 컨설팅 결과에 따라 디자인 세부항목이 변경될 수 있음
※ 동 사업 1회 참여 가능(22·23년 사업명「청년기업디자인 지원사업」)",디자인 개발에 어려움을 겪고 있는 청년에게 맞춤형 디자인 지원,,2025-09-08 14:39:39,2025-09-08 14:45:26
20250908005400211664,초기 창업기업을 위한 창업보육공간 운영·지원,"맞춤형상담서비스,교육지원",취업·일자리,일자리,창업,서울특별시,11110,,,Y,,결혼 여부 상관없음,상시모집,,,,경제정책과,세종창조경제혁신센터,https://ccei.creativekorea.or.kr/sejong/,https://ccei.creativekorea.or.kr/sejong/,,혁신적인 기술창업 아이디어를 보유한 예비창업자를 위한 창업공간 운영 및 창업프로그램을 통한 역량강화 및 사업고도화 지원,"ㅇ 초기창업기업을 위한 창업공간(세종창업키움센터 등) 지원 및 창업 프로그램(창업교육·사업화·멘토링 등) 운영 
 - (창업공간) IT·BT·CT 분야 등 (예비)창업자 및 초기창업기업을 위한 창업공간 운영
 - (프로그램) 창업교육 및 사업화지원(인증지원, 시제품 제작 등)을 통한 사업고도화 지원
 - (네트워킹) 입주기업 간 정기 간담회 개최를 통한 창업기업 네트워크 형성 및 기업 간 협업 활성화",혁신적인 기술창업 아이디어를 보유한 예비창업자를 위한 창업공간 운영 및 창업프로그램을 통한 역량강화 및 사업고도화 지원,각 창업보육센터 모집 공고문 참고,2025-09-08 11:02:21,2025-09-09 14:53:42
20250904005400211635,출생축하금,"출산,육아,바우처",소득·생활,복지문화,취약계층 및 금융지원,서울특별시,11110,,,Y,,결혼 여부 상관없음,상시모집,,,,인구여성가족과,,https://plus.gov.kr/,https://plus.gov.kr/,,출산가정의 초기 양육 부담을 경감하고 아동양육에 대한 지자체에 대한 책임을 강화하여 저출산 완화에 기여하고자 함,"□ 사업 개요 
  ○ (사업근거) 「저출산·고령사회 기본법」제10조 (경제적 부담의 경감), 「세종특별자치시 출산장려에 관한 조례」제6조 (출산축하금 등 지급)  
  ○ (사업기간) ‘12.1월~계속
  ○ (사업대상) 신생아 출생일 기준으로 3개월 이전 또는 출생일을 포함하여 이후 3개월 이상 계속 市 에 주민등록 주소를 두고 거주하는 부 또는 모로서 신생아의 출생신고를 우리 市에 한 경우  
  ○ (신청시기) 자녀 출생신고 시
     ※신생아 출생신고 후 6개월 이내 신청 가능 
  ○ (신청서류) 출산서비스통합처리신청서, 신분증 
  ○ (지원액) 일시금 120만원/지역화폐 지급",출산가정의 초기 양육 부담을 경감하고 아동양육에 대한 지자체에 대한 책임을 강화하여 저출산 완화에 기여하고자 함,여민전 지역화폐로 지급(여민전 앱사용 필수),2025-09-04 15:03:48,2025-09-04 15:08:34
20250904005400211634,첫만남 이용권 지원,"육아,출산,바우처",소득·생활,복지문화,취약계층 및 금융지원,서울특별시,11110,,,Y,,결혼 여부 상관없음,상시모집,,,,보건복지부,인구여성가족과,https://www.gov.kr/mw/AA020InfoCappView.do?CappBizCD=17410000001&tp_seq=01,https://www.gov.kr/mw/AA020InfoCappView.do?CappBizCD=17410000001&tp_seq=01,,출산가정의 초기 양육부담을 경감하고 아동양육에 대한 사회·국가 책임을 강화하여 청년들의 출산기피에 따른 저출산 완화에 기여하고자 함.,"□ 사업 개요 
  ○ (사업 근거) 「저출산·고령사회 기본법」제10조 (경제적 부담의 경감)
  ○ (사업 내용) ‘22.1.1이후 출생 아동에게 첫만남 이용권 첫째아 200만원, 둘째아 이상 300만원 지급하여 아동 양육에 따른 경제적 부담을 경감하고, 사회·국가 책임 강화
  ○ (사업 대상) ‘22.1.1이후 출생아의 보호자 및 보호자의 대리인 
  ○ (추진 절차) (읍면동) 신청·접수 → (시군구) 지원결정 → (사회보장정보원) 바우처 생성·관리→(시군구) 대상자 관리",출산가정의 초기 양육부담을 경감하고 아동양육에 대한 사회·국가 책임을 강화하여 청년들의 출산기피에 따른 저출산 완화에 기여하고자 함,,2025-09-04 14:53:16,2025-09-04 15:08:10
20250904005400211625,대학생 사이버보안 경진대회,보조금,교육·훈련,교육,미래역량강화,서울특별시,11110,,,Y,,결혼 여부 상관없음,기간모집,20250317 ~ 20250425,,,정보통계담당관,,https://hacktheon.org,https://hacktheon.org,,대학생 사이버보안 역량 강화 및 인재 발굴·양성을 위해 매년 전세계 대학생을 대상으로 사이버보안 경진대회 개최,"사이버보안에 관심이 있는 학생에게 양질의 사이버보안 분야 문제 풀이(웹, 포렌식, 리버싱, 포너블, 트렌드 등 / CTF 방식) 기회 제공

경진대회 입상자에게 총 3,800만원의 상금 지급
(고급분야 총 7팀 3,200만원 / 초급분야 총 7팀 600만원)
※ 2025년 기준으로 추후 변경될 수 있음",대학생 사이버보안 역량 강화 및 인재 발굴·양성을 위해 매년 전세계 대학생을 대상으로 사이버보안 경진대회 개최,대학생(휴학생 포함)만 참가 가능 ※ 대학원생 참가 불가,2025-09-04 11:16:52,2025-09-04 14:27:58
20250903005400211614,청년월세 지원사업,"보조금,주거지원",주거지원,주거,전월세 및 주거급여 지원,서울특별시,11110,19.0,34.0,N,중위소득 60% 이하,결혼 여부 상관없음,기간모집,20240226 ~ 20250225,,,청년정책담당관,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004661,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004661,,고금리·고물가 등으로 경제적 어려움을 겪는 청년층의 주거비 경감을 위해 청년이 실제 납부한 월세를 최대 20만원씩 최대 24개월간 지원,"○ (관련근거) 「청년기본법」제20조, 「주거기본법」제13조
○ (사업기간) 2022년 8월 ~ 2027년 12월
○ (지원내용) 실제 납부한 월세를 월 최대 20만원씩 최대 24개월 지원
  - (대상연령) 19~34세 이하 부모님과 별도 거주하는 무주택 청년
  - (지원요건) 청년가구 중위소득 60% 이하 & 재산 122백만원 이하이면서, 원가구 중위소득 100% 이하 & 재산 470만원 이하",고금리·고물가 등으로 경제적 어려움을 겪는 청년층의 주거비 경감을 위해 청년이 실제 납부한 월세를 최대 20만원씩 최대 24개월간 지원,,2025-09-03 17:08:10,2025-09-03 17:46:21
20250903005400211608,기초청년 주거급여(임차급여),"주거지원,보조금",주거지원,주거,전월세 및 주거급여 지원,서울특별시,11110,19.0,30.0,N,가구원수별 소득인정액 선정기준 이내,기혼,상시모집,,,,주택과,,https://www.bokjiro.go.kr/,https://www.bokjiro.go.kr/,,"주거급여 수급가구원 중 취학, 구직 등을 목적으로 부모와 따로 거주하는 미혼청년(19세 이상 30세 미만)에게 별도 주거급여를 지급하여 주거안정과 자립 도모","○ (관련근거) 「국민기초생활보장법」제11조(주거급여),  「주거급여법」제7조의2(주거급여의 분리 지급)
○ (사업기간) 2021년 ~ 계속
○ (지원내용) 청년 주소지 기준임대료 상한으로 실제임차료 지급
  - (대상연령) 임차 또는 자가가구 내 만19세~30세 미만 미혼 청년
  ※ 청년가구원 연령 기준: 만 19세가 되는 해에 1월 1일을 맞이한 사람을 포함하고, 지급이 제외되는 만 30세의 경우에는 출생월을 적용
  - (임차계약) 청년명의의 임대차계약을 체결하고 임차료를 지불하는 청년에게 지급(전입신고필수)
  - (지원인원 수) 동일 시·군내 거주하는 2명 이상의 청년은 1명만 분리지급을 인정하되 기숙사·사택 등에 거주하는 경우는 모두 인정
  - (분리거주 공간적 기준) 주거급여 수급가구의 부모와 청년이 주민등록상 시·군을 달리하는 경우 인정하되, 동일 시·군이라도 보장기관이 인정하는 경우는 예외로 함

○ (지원절차) 
  ① 청년주거급여 신청
     - 방문 신청(원가족 주소지 읍면동) / 온라인 신청(복지로 홈페이지)
   ② 주택조사
      - 방문, 서류심사(LH)
   ③ 지원대상 조사
      - 소득재산 등 자격요건 조사(시청 통합조사팀)
    ④ 보장결정 및 급여지급(시청 주택과)","주거급여 수급가구원 중 취학, 구직 등을 목적으로 부모와 따로 거주하는 미혼청년(19세 이상 30세 미만)에게 별도 주거급여를 지급하여 주거안정과 자립 도모",,2025-09-03 16:04:28,2025-09-03 17:41:45
20250903005400211606,청년취업박람회,"장기미취업청년,교육지원",취업·일자리,일자리,취업,서울특별시,11110,19.0,39.0,N,,결혼 여부 상관없음,기간모집,20250701 ~ 20251130,,,기업지원과,재단법인세종일자리경제진흥원,http://www.jobaram.com,http://www.jobaram.com,,노동시장 진입 준비 중인 청년의 역량 강화를 위한 교육 및 컨설팅 운영,"○ 우수한 지역 중견‧중소기업과 청년 간 만남의 장을 제공하여 상호 간 이해도 제고 및 일자리 미스매치 해소
 - (온라인 취업박람회) 세종 종합 일자리 플랫폼을 통해 온라인 채용관을 운영하여 현장박람회 안내 및 실시간 접수 진행
 - (현장 취업박람회) 기업별 상담‧채용관, 컨설팅, 기업 및 일자리 기관 홍보 등 현장 행사 운영을 통한 구인-구직 매칭의 장 제공",노동시장 진입 준비 중인 청년의 역량 강화를 위한 교육 및 컨설팅 운영,,2025-09-03 15:40:17,2025-09-03 17:40:30
20250903005400211605,"구인‧구직만남의 날, 찾아가는 일자리상담소 운영","교육지원,장기미취업청년",취업·일자리,일자리,취업,서울특별시,11110,,,Y,,결혼 여부 상관없음,상시모집,,20250101.0,20251231.0,기업지원과,재단법인세종일자리경제진흥원,https://sjepa.or.kr/page/sub4_2,https://sjepa.or.kr/page/sub4_2,,"-구인‧구직만남의 날 운영을 통해 기업과 구직자에게 현장 면접의 기회 제공
-찾아가는 일자리상담소 운영으로 구직자가 있은 곳으로 찾아가 1:1 취업상담","(구인‧구직만남의날) 
기업의 채용희망 인원을 모집하여 구직자와의 현장 면접의 기회 제공

(찾아가는 일자리상담소)
직업상담사가 관내 구직자가 있는 곳에 찾아가 1:1 상담 진행",-구인‧구직만남의 날 운영을 통해 기업과 구직자에게 현장 면접의 기회 제공 -찾아가는 일자리상담소 운영으로 구직자가 있은 곳으로 찾아가 1:1 취업상담,,2025-09-03 15:24:51,2025-09-03 17:40:02
20250902005400211588,청년 지역정착 통합 플랫폼 구축,교육지원,소득·생활,복지문화,문화활동,서울특별시,11110,19.0,45.0,N,,결혼 여부 상관없음,상시모집,,20250301.0,20251231.0,의성군,,https://www.usc.go.kr/youth/page.do?cmd=258&bod_uid=131109&srchEnable=1&srchSDate=&initDay=&srchKwd=&srchColumn=&listType=&initYear=&srchVote=-1&initMonth=&pageNo=&srchBgpUid=-1&srchEDate=&mnu_uid=2013&,https://www.usc.go.kr/youth/page.do?cmd=258&bod_uid=131109&srchEnable=1&srchSDate=&initDay=&srchKwd=&srchColumn=&listType=&initYear=&srchVote=-1&initMonth=&pageNo=&srchBgpUid=-1&srchEDate=&mnu_uid=2013&,,"청년 생활인구 유입 프로그램 및 지역청년 역량강화, 네트워크 활성화 프로그램 등 청년대상 각종 프로그램 운영","ㅇ (모집기간): 프로그램 별 상이
ㅇ (신청방법) 온라인 신청
ㅇ (사업대상) 관내·외 청년(19세 이상 45세 이하)
ㅇ (사업내용) ①청년 생활인구 유입 ②청년 교류 활성화 ③청년 역량강화 프로그램 운영
①청년 생활인구 유입: 청년연구자 의성살아보기, 청년예술가 의성살아보기
②청년 교류 활성화: 청년합창단, 청년동아리, 잇는살롱 등
③청년 역량강화 프로그램 운영: 청년창업가 컨설팅, 청년삶담소, 청년 역량강화 과정 등","청년 생활인구 유입 프로그램 및 지역청년 역량강화, 네트워크 활성화 프로그램 등 청년대상 각종 프로그램 운영",,2025-09-02 21:27:34,2025-09-04 14:23:28
20250902005400211587,청년개발자 해커톤 대회 및 컨퍼런스 개최,교육지원,기타,참여권리,청년참여,서울특별시,11110,17.0,39.0,N,,결혼 여부 상관없음,57003,,,,의성군,,https://www.usc.go.kr/ko/page.do?cmd=258&bod_uid=132167&srchEnable=1&srchSDate=&initDay=&srchKwd=&srchColumn=&listType=&initYear=&srchVote=-1&initMonth=&pageNo=&srchBgpUid=-1&srchEDate=&mnu_uid=156&,https://www.usc.go.kr/ko/page.do?cmd=258&bod_uid=132167&srchEnable=1&srchSDate=&initDay=&srchKwd=&srchColumn=&listType=&initYear=&srchVote=-1&initMonth=&pageNo=&srchBgpUid=-1&srchEDate=&mnu_uid=156&,https://www.usc.go.kr/youth/page.do?cmd=258&bod_uid=134989&srchEnable=1&srchSDate=&initDay=&srchKwd=&srchColumn=&listType=&initYear=&srchVote=-1&initMonth=&pageNo=&srchBgpUid=-1&srchEDate=&mnu_uid=2028&,청년 IT 개발자 대상 지역 청년정책 홍보 및 유입경로 마련을 위한 경진대회 및 컨퍼런스 개최,"ㅇ (대상) 청년 IT 개발자(17세 이상 39세 이하)
ㅇ (주요내용) 청년 IT 개발자 대상 지역 청년정책 홍보 및 유입경로 마련을 위한 경진대회 및 컨퍼런스 개최
ㅇ (모집기간) 프로그램 별 상이
- 청년개발자 경진대회: 2025. 6. 27.(금) ~ 6. 29.(일) [무박3일]
- 청년개발자 컨퍼런스: 2025. 8. 18.(월) ~ 8. 19.(화)
ㅇ (신청방법) 온라인 신청
ㅇ (사업위치) 의성읍 일원
ㅇ (사업대상) 관내·외 청년 및 관내 청소년
ㅇ (사업내용) 청년 생활인구 유입을 위한 IT개발자 대상 프로그램 운영
- 청년개발자 경진대회: 지역문제해결을 위한 S/W 개발 경진대회 개최
- 청년개발자 컨퍼런스: 로컬 청년개발자 간 네트워킹 및 IT분야 전문 발제 등 컨퍼런스 개최",청년 IT 개발자 대상 지역 청년정책 홍보 및 유입경로 마련을 위한 경진대회 및 컨퍼런스 개최,,2025-09-02 21:20:49,2025-09-04 17:12:42
20250902005400211585,청년인큐베이팅공유공간운영,교육지원,소득·생활,복지문화,문화활동,서울특별시,11110,19.0,45.0,N,,결혼 여부 상관없음,상시모집,,,,관광복지국,,www.usc.go.kr,www.usc.go.kr,,"ㅇ (목적) 창업초기 청년 인큐베이팅 지원
ㅇ (대상) 예비창업청년
ㅇ (주요내용) 청년팝업스토어 및 교육공간 운영
ㅇ (전달체계) 군-위탁단체-지역청년","ㅇ (목적) 창업초기 청년 인큐베이팅 지원
ㅇ (대상) 예비창업청년
ㅇ (주요내용) 청년팝업스토어 및 교육공간 운영
ㅇ (전달체계) 군-위탁단체-지역청년",ㅇ (목적) 창업초기 청년 인큐베이팅 지원 ㅇ (대상) 예비창업청년 ㅇ (주요내용) 청년팝업스토어 및 교육공간 운영 ㅇ (전달체계) 군-위탁단체-지역청년,,2025-09-02 17:03:46,2025-09-02 18:02:49
