plcyNo,bscPlanCycl,bscPlanPlcyWayNo,bscPlanFcsAsmtNo,bscPlanAsmtNo,pvsnInstGroupCd,plcyPvsnMthdCd,plcyAprvSttsCd,plcyNm,plcyKywdNm,plcyExplnCn,lclsfNm,mclsfNm,plcySprtCn,sprvsnInstCd,sprvsnInstCdNm,sprvsnInstPicNm,operInstCd,operInstCdNm,operInstPicNm,sprtSclLmtYn,aplyPrdSeCd,bizPrdSeCd,bizPrdBgngYmd,bizPrdEndYmd,bizPrdEtcCn,plcyAplyMthdCn,srngMthdCn,aplyUrlAddr,sbmsnDcmntCn,etcMttrCn,refUrlAddr1,refUrlAddr2,sprtSclCnt,sprtArvlSeqYn,sprtTrgtMinAge,sprtTrgtMaxAge,sprtTrgtAgeLmtYn,mrgSttsCd,earnCndSeCd,earnMinAmt,earnMaxAmt,earnEtcCn,addAplyQlfcCndCn,ptcpPrpTrgtCn,inqCnt,rgtrInstCd,rgtrInstCdNm,rgtrUpInstCd,rgtrUpInstCdNm,rgtrHghrkInstCd,rgtrHghrkInstCdNm,zipCd,plcyMajorCd,jobCd,schoolCd,aplyYmd,frstRegDt,lastMdfcnDt,sbizCd,zip_first,sido_name,is_seoul,is_gyeonggi,category_raw_l,category_raw_m,category
20250618005400111042,1,5,20,52,54001,42004.0,44002,WFK KOICA자문단,해외진출,"민간, 공공부문 현직 또는 퇴직 전문가를 파견하여 협력국에 우리나라 경제사회 발전의 노하우를 전수하는 프로그램",참여권리,청년국제교류,"국내 우수 전문 인력의 해외 진출을 활성화하며, 협력국의 개발 역량 강화 및 제도 구축을 지원 ",1262000,외교부,,B260003,한국국제협력단,,N,57002,56002.0,        ,        ,연 2회 선발 예정,KOICA 봉사단 홈페이지에서 지원,"①서류심사 → ②신체검사‧적합도 검사 → ③면접심사 →
④신용조회‧협력국 파견동의 조회 → ⑤WFK 자문단(KOICA, NIPA, NRF) 통합 국내교육",https://kov.koica.go.kr/ho/main.do,공지사항 참고,,http://koica.go.kr,,50.0,N,0.0,0.0,Y,55003.0,43001.0,0.0,0.0,,"모집분야(공공행정, 교육, 농림수산, 보건) 직무 관련 경력 10년 이상",,153,1262000,외교부,0000000,외교부,1262000,외교부,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",0011008,0013010,0049009,,2025-06-18 17:23:00,2025-06-25 11:09:14,0014009,11110,서울특별시,True,False,참여권리,청년국제교류,기타
20250618005400111040,1,5,20,52,54001,42004.0,44002,WFK 청년중기봉사단,해외진출,"개발도상국의 현지 기관에서 교육봉사, 환경개선 및 문화교류 등을 위하여 5명 내외의 팀제 봉사단원을 파견하는 사업",참여권리,청년국제교류,"KOICA 해외사무소 소재 국가를 대상으로 400명의 청년(19~34세)이 5개월간의 봉사활동에 참여함을 통해, 청년의 개발협력사업 참여 저변을 확대하고 
협력국 문제 해결에 기여함으로써 글로벌 사회적 가치 실현",1262000,외교부,,B260003,한국국제협력단,,N,57002,56002.0,        ,        ,연 2회 선발(상반기 활동 예정자 : 전년도 4분기 / 하반기 활동 예정자 : 당해연도 2분기),시스템(또는 이메일) 서류 접수,①서류심사 → ②면접심사 → ③건강검진 → ④교육,,각 모집공고 참고,"ㅇ 분야별 신청사이트 하단 참고
 - 환경 https://www.kucss.or.kr
 - 사회 https://www.kidc.or.kr
 - 거버넌스 https://gcs.or.kr
 - 디지털 http://www.koics.org
 - 장애인권 http://www.koics.org",,,400.0,N,19.0,34.0,N,55003.0,43001.0,0.0,0.0,,"학력, 전공 상세요건 각 모집공고 참고",,473,1262000,외교부,0000000,외교부,1262000,외교부,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",0011008,0013010,0049009,,2025-06-18 17:20:21,2025-06-25 11:09:44,0014009,11110,서울특별시,True,False,참여권리,청년국제교류,기타
20250618005400111039,1,5,20,52,54001,42004.0,44002,WFK NGO봉사단,해외진출,"개발도상국과의 협력 증진, 개발도상국 현지 NGO 사업지의 주민 삶의 질 향상, 봉사단원 자아실현을 위한 봉사단원 파견 프로그램",참여권리,청년국제교류,"민간 부문(CSO)과의 파트너십을 통해 우리 국민의 개발협력 분야 현장 경험 기회를 제공하며, 개발협력 사업의 효과성을 제고함",1262000,외교부,,B260003,한국국제협력단,,N,57002,56002.0,        ,        ,연 1회(4분기 중) 예정,온라인 모집플랫폼(인크루트) 또는 이메일 지원,①서류심사 → ② 적합도 검사 / 면접심사 → ③ 신용조회 / 신체검사 → ④ 최종 발표 및 교육,,공지사항 참고,신청사이트 2개 하단 참고,http://recruit.incruit.com/ngovol/,www.kidc.or.kr,155.0,N,0.0,0.0,Y,55003.0,43001.0,0.0,0.0,,"학력, 전공, 연령 등 상세요건은 각 공지사항 참고",,303,1262000,외교부,0000000,외교부,1262000,외교부,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",0011008,0013010,0049009,,2025-06-18 17:16:33,2025-06-25 11:10:17,0014009,11110,서울특별시,True,False,참여권리,청년국제교류,기타
20250618005400111038,1,5,20,52,54001,42004.0,44002,WFK NIPA자문단,해외진출,퇴직전문가 파견을 통한 협력국 산업개발 자문·컨설팅프로그램,참여권리,청년국제교류,"정보통신, 산업기술 등 5대 분야에서 10년 이상 경력을 보유한 퇴직전문가의 협력국 파견을 통한 정책 자문·컨설팅",1450000,산업통상자원부,,B552551,정보통신산업진흥원,,N,57002,56002.0,        ,        ,"연 2회(1월, 7월) 선발 예정",지원서류 온라인 홈페이지 접수,공지사항 참고,https://senior.nipa.kr/index.do,"지원서, 학력증명서, 경력증명서, 면허증 및 자격증, 병적증명서 등",,,,60.0,N,0.0,0.0,Y,55003.0,43001.0,0.0,0.0,,"모집분야(정보통신, 산업기술, 에너지자원, 무역투자, 지역발전) 10년 이상 또는 그에 상응하는 경력 보유",,70,1262000,외교부,0000000,외교부,1262000,외교부,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",0011008,0013010,0049009,,2025-06-18 17:11:57,2025-06-25 11:11:08,0014009,11110,서울특별시,True,False,참여권리,청년국제교류,기타
20250618005400111037,1,5,20,52,54001,42004.0,44002,WFK 과학기술지원단,해외진출,이공계 전문인력 파견을 통한 협력국 과학기술 발전 지원하는 프로그램,참여권리,청년국제교류,"협력국 현지 대학/연구기관에 우리 과학기술 인재를 파견, 대한민국 발전 경험 공유 및 협력국 인재양성 지원",1721000,과학기술정보통신부,,B552540,한국연구재단,,N,57002,56002.0,        ,        ,"연 2회 선발(1월, 7월) 예정",지원서류 이메일 접수,공지사항 참고,https://www.nrf.re.kr/index,"지원서, 이력서, 커버레터, 개인정보 제공 및 활용 동의서, 부모(배우자) 동의서, 학력증명서, 경력증명서, 어학시험 증명서, 자격증 및 우대사항 증빙, 병적증명서, 기본증명서 등",,,,25.0,N,0.0,0.0,Y,55003.0,43001.0,0.0,0.0,,"ㅇ 학력요건: 모집분야 학사학위 이상 또는 동등한 자격이 있다고 인정되는 경우
ㅇ 전공, 연령 등 상세요건은 공지사항 참고",,82,1262000,외교부,0000000,외교부,1262000,외교부,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",0011008,0013010,0049009,,2025-06-18 16:50:12,2025-06-25 11:11:37,0014009,11110,서울특별시,True,False,참여권리,청년국제교류,기타
20250618005400111034,1,3,9,21,54001,42013.0,44002,(신규)건축구조기사 양성,교육지원,건축구조분야 전문인력 수요에 따른 건축구조기사 국가기술자격 신설,교육,미래역량강화,건축물 안전 향상을 위한 건축구조기사 국가기술자격 신설 및 건축구조분야 전문인력 확보,1613000,국토교통부,,       ,,,N,57002,56002.0,        ,        ,'25년~계속,,,,,,,,0.0,N,0.0,0.0,Y,55003.0,43001.0,0.0,0.0,,,,193,1613000,국토교통부,0000000,국토교통부,1613000,국토교통부,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",0011009,0013010,0049010,,2025-06-18 15:34:44,2025-06-25 11:22:32,0014010,11110,서울특별시,True,False,교육,미래역량강화,교육·훈련
20250618005400111029,1,5,20,52,54001,42004.0,44002,WFK 한방봉사단,해외진출,한의약을 중심으로 매년 ODA 대상국에 의료구제 사업을 실시하여 범인류애적 인도주의를 실천하고 한의학의 세계화와 국위선양에 기여하는 프로그램,참여권리,청년국제교류,한의사 또는 일반봉사자를 팀으로 개도국에 파견하여 한의약을 중심으로 의료혜택에서 소외된 개도국 주민들의 건강 증진을 위한 의료봉사활동 전개,1352000,보건복지부,,       ,,,N,57002,56002.0,        ,        ,국가별 모집시기 상이(연중 4-5회),시스템 서류 접수,국가별 모집시기 상이(연중 4-5회),https://komsta.org,공지사항 참고,,,,72.0,N,0.0,0.0,Y,55003.0,43001.0,0.0,0.0,,"ㅇ 학력요건: (한의사) 의료면허 소지자, (일반단원) : 제한없음
ㅇ 추가조건: 대한한의약해외의료봉사단(KOMSTA) 정회원
ㅇ 기타 전공, 연령 등 상세조건은 공지사항 참고",,42,1262000,외교부,0000000,외교부,1262000,외교부,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",0011008,0013010,0049009,,2025-06-18 14:24:32,2025-06-25 14:33:46,0014009,11110,서울특별시,True,False,참여권리,청년국제교류,기타
20250618005400111028,1,5,20,52,54001,42004.0,44002,WFK 청년봉사단(한국대학사회봉사협의회),해외진출,한국 및 현지 대학생들 간의 연계와 교류를 통한 친선과 상호이해 증진 프로그램,참여권리,청년국제교류,"WFK 파견국을 대상으로 대한민국 청년들을 파견하여 특화봉사(SDGs, 전공연계), 노력봉사, 문화교류 활동을 진행하고, 이를 통해 단원들의 폭넓은 국제경험과 인도주의 정신 함양, 세계시민 역량 신장을 지원",1262000,외교부,,       ,,,N,57002,56002.0,        ,        ,"연 2회 선발( 4~5월 , 9~10월) 예정",시스템 서류 접수,"(1차) 6월, (2차) 11월",https://www.kucss.or.kr/,공지사항 참고,,,,1950.0,N,0.0,0.0,Y,55003.0,43001.0,0.0,0.0,,"분야(교육, 기술환경에너지, 보건의료, 농림수산) 선발, 상세 조건은 공지사항 참고",,426,1262000,외교부,0000000,외교부,1262000,외교부,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",0011008,0013010,"0049005,0049006",,2025-06-18 14:20:48,2025-06-25 14:36:33,0014009,11110,서울특별시,True,False,참여권리,청년국제교류,기타
20250618005400111027,1,5,20,52,54001,42004.0,44002,WFK 청년봉사단(태평양아시아협회),해외진출,한국 및 현지 대학생들 간의 연계와 교류를 통한 친선과 상호이해 증진 프로그램,참여권리,청년국제교류,"대한민국 대학생을 수원국에 파견하여 3주간 교육봉사, 노력봉사, 문화교류 등 다양한 봉사활동을 통해 단원들의 봉사정신을 함양",1262000,외교부,,       ,,,N,57002,56002.0,        ,        ,"연 2회 선발(3월, 9월) 예정",시스템 서류 접수,"(1차) 4-5월, (2차) 10-11월",https://www.pas.or.kr/,공지사항 참고,,,,270.0,N,0.0,0.0,Y,55003.0,43001.0,0.0,0.0,,,,116,1262000,외교부,0000000,외교부,1262000,외교부,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",0011008,0013010,"0049005,0049006",,2025-06-18 14:09:28,2025-06-25 14:41:13,0014009,11110,서울특별시,True,False,참여권리,청년국제교류,기타
20250618005400111026,1,5,20,52,54001,42004.0,44002,KOICA 영프로페셔널(해외),"인턴,해외진출",청년들의 ODA사업 참여 기회 제공을 통해 글로벌경쟁력을 보유한 ODA 전문인력을 양성하고자 KOICA 해외사무소 및 재외공관에 파견되어 근무하는 청년인턴 프로그램,참여권리,청년국제교류,"KOICA 사무소 소재국(약 47개국)의 해외사무소, 재외공관에 파견하여 개발협력사업 현장 경험을 축적하고 이를 토대로 개발협력 분야 전문가로 성장해 나가는 경력개발 현장 경험 중심 프로그램",1262000,외교부,,B260003,한국국제협력단,,N,57001,56002.0,        ,        ,연 2회(하반기 7월 예정) 선발,시스템 서류 접수,공지사항 참고,https://koica-yp.hrsystem.co.kr,공지사항 참고,,https://koica.go.kr/sites/koica_kr/index.do,,62.0,N,0.0,0.0,Y,55003.0,43001.0,0.0,0.0,,"학력, 전공, 연령 등 상세조건 공지사항 참고",,27,1262000,외교부,0000000,외교부,1262000,외교부,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",0011008,0013010,0049009,20250701 ~ 20250731,2025-06-18 14:05:38,2025-06-25 14:52:41,0014009,11110,서울특별시,True,False,참여권리,청년국제교류,기타
