plcyNo,bscPlanCycl,bscPlanPlcyWayNo,bscPlanFcsAsmtNo,bscPlanAsmtNo,pvsnInstGroupCd,plcyPvsnMthdCd,plcyAprvSttsCd,plcyNm,plcyKywdNm,plcyExplnCn,lclsfNm,mclsfNm,plcySprtCn,sprvsnInstCd,sprvsnInstCdNm,sprvsnInstPicNm,operInstCd,operInstCdNm,operInstPicNm,sprtSclLmtYn,aplyPrdSeCd,bizPrdSeCd,bizPrdBgngYmd,bizPrdEndYmd,bizPrdEtcCn,plcyAplyMthdCn,srngMthdCn,aplyUrlAddr,sbmsnDcmntCn,etcMttrCn,refUrlAddr1,refUrlAddr2,sprtSclCnt,sprtArvlSeqYn,sprtTrgtMinAge,sprtTrgtMaxAge,sprtTrgtAgeLmtYn,mrgSttsCd,earnCndSeCd,earnMinAmt,earnMaxAmt,earnEtcCn,addAplyQlfcCndCn,ptcpPrpTrgtCn,inqCnt,rgtrInstCd,rgtrInstCdNm,rgtrUpInstCd,rgtrUpInstCdNm,rgtrHghrkInstCd,rgtrHghrkInstCdNm,zipCd,plcyMajorCd,jobCd,schoolCd,aplyYmd,frstRegDt,lastMdfcnDt,sbizCd
20241107005400200008,1,004,016,043,0054002,,0044002,"[밀알복지재단] 경기도 저출생 위기극복 지원사업  ‘우리가족, 함께 기대’",,"밀알복지재단은 ‘경기주택도시공사’ 후원, ‘경기 사회복지공동모금회’ 지원으로 경기도에 거주하는 임신, 출산, 육아의 
과정에 있는 가정을 대상으로 시기별 세분화된 지원을 통해 안정되고 행복한 가정을 이룰 수 있도록 돕고자 합니다.",복지문화,예술인지원,"1. 임신 안정 지원
- 사업명 : 임산부 건강검진비 지원사업
- 대상 : 임산부
- 내용 : 태아 건강검진비 지원 최대 100만원

2. 출산 안정 지원
- 사업명 : 1) 출산 의료비 지원사업
- 대상 : 출산 시 응급수술이 필요한 임산부 및 신생아
- 내용 : 출산 응급수술 및 신생아 수술비 지원 최대 100만원

- 사업명: 2) 산후조리 지원사업
- 대상 : 1년 내 출산한 가정
- 내용 : 산후조리경비 지원 최대 100만원

3, 가정 안정 지원
- 사업명 : 1) 장애아동 의료비 지원사업
- 대상 : 장애진단  또는 소견이 있는 19세 이하의 아동
- 내용 : 경계선 장애아동 및 장애아동 검사비 및 재활치료비 지원 최대 270만원

- 사업명 : 2) 장애아동 형제 교육비 지원사업
- 대상 : 장애아동가정의 19세 이하 비장애 형제자매
- 내용 : 교육비 및 심리치료비 지원 최대 240만원",,"경기주택도시공사, 밀알복지재단",,,밀알복지재단 국내사업부 저출생 위기극복지원사업 담당자,,N,0057001,,,,,"첨부파일 다운 후 신청서 작성하여 이메일 접수(miral9135@miral.org)
* 신청서류 제출 시 메일제목 ""사업명_(신청자명)""으로 신청 (예시: 산후조리 지원사업_김00)",선정 시 신청자 개별 연락,,밀알복지재단 공지글 내 안내문 및 신청서 첨부파일 참고,,https://www.miral.org/news/notice_view.asp?bbsIdx=87096&page=1&searchType=bbsALL&searchKey=%EA%B2%BD%EA%B8%B0&bbsCode=notice,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52015M.do?wlfareInfoId=BOK00000917&wlfareInfoReldBztpCd=03,,N,,,Y,,,,,,,• 본 사업과 동일한 성격의 외부(민간)지원을 받는 경우에는 접수대상에서 제외,269,6410000,경기도,6410000,경기도,6410000,경기도,41000,0011009,0013010,0049010,20240911 ~ 20250831,2024-11-07 13:49:00,2024-11-07 17:29:00,0014010
20241106005400200007,1,003,012,031,0054002,,0044002,2025년도 겨울방학 청소년지도사 실습생 모집,,2025 동계 청소년지도사 현장 실습생을 모집합니다.,"교육,교육","미래역량강화,온라인교육","일 정: 2024년 12.30(월). ~ 2025.1.31(금) 기간 중 (월~금 평일 운영)/ 매일(09:30 ~ 17:30)
장 소: 서울청소년센터 및 외부
실습내용 : 청소년 기관의 이해 및 활동 프로그램 기획 운영 
※ 본 실습은 사회복지학과 실습이 아닌 청소년관련 학과 실습과정입니다.
실습비용 : 50,000원",,시립서울청소년센터,,,시립서울청소년센터 창의사업팀,,N,0057001,,,,,공지글 내 첨부된 신청서 작성후 이메일 지원(sangsi1@nate.com으로 메일 발송),,,,,http://www.youthc.or.kr/community/bprogram.asp?temp=view&idx=11950&code=youth_program&page=1,,10,N,,,Y,,,,,,"※ 실습 기본시간은 105시간 이며, 최대 160시간 운영 가능합니다. 
하루 7시간 운영, 기본실습시간 운영시 2024년 12월 30일부터 1월 31일 까지 운영하게 되며, 그 외 추가시간이 필요한 경우 2025년 1월 31일 이내에서 주말 등의 프로그램 참여로 추가로 운영하게 됩니다. 
또한, 최종 전체 평가의 시간, 실습확인서 발급 등은 1월 마지막 주 전체 실습생 출석 가능한 날을 정하여 실시할 예정

※ 각 학교 마다 이수해야하는 시간이 다르므로, 105시간 이상 원하는 경우 추가 일정 정하여 실습 진행",,220,6110000,서울특별시,6110000,서울특별시,6110000,서울특별시,11000,"0011001,0011002",0013010,"0049005,0049006",20241102 ~ 20241214,2024-11-06 17:22:00,2024-11-06 17:24:00,0014010
20241106005400200002,1,002,008,018,0054002,,0044002,2024년 「경기 저소득층 전세금 대출보증 및 이자지원사업」신청자 모집 공고,대출,"경기도는 금융권에서 임대보증금 대출이 어려운 저소득 가구*를 대상으로, 주거비 완화 및 주거안정 도모를 위해 ｢경기 저소득층 전세금 대출보증 및 이자지원사업｣을 시행 할 예정이오니 아래의 공고내용을 참고하여 신청하여 주시기 바랍니다.",주거,주택 및 거주지,"□ 지원내용 : 대출금리 4% 지원(기본 2% + '24년 추가지원율 2%)
              대출보증료 전액(최대 2회)

□ 보증 및 대출용도
   ① 신규계약 보증금 납부  ② 증액보증금(재계약)/전환보증금 납부 ③ 제1‧2금융권 대환대출 목적

□ 대출 기간 : 2년(최대 10년)
  ※ 공공임대주택 입주(예정)자는 임대차계약서 상 기재된 계약기간에 따라 2년 2개월 적용 가능(최대 10년 2개월)

□ 대상주택
 ㅇ 경기도 내 주택 또는 주거용 오피스텔로 임대보증금이 2억5천만원 (2인 이상 가구는 3억원) 이하 일 것",,경기도청,,,경기도청,,N,0057001,,,,,"ㅇ 국민ㆍ영구임대주택 입주(예정)자, 기초생활수급자 → NH농협은행 방문 신청
※ 대출한도 등에 따라 NH농협은행에서 경기도의 추천서가 필요할 수 있음(주민센터에 방문하여 추천서 발급 신청)

ㅇ 기타 유형 → 읍·면·동 주민센터 방문 신청

ㅇ 단, 금회 모집물량(180호)이 한정되어 NH농협은행으로 직접 신청되는 건수가 모집물량 초과 시 조기 마감 될 수 있으며, 이후 신청건수는 대상자로 선정되지 않을 수 있음",,,"□ 신청 서류 : ①공통 서류 + ②신청자격 확인 증명 서류(택1)
첨부 문서 참고",,https://www.nyj.go.kr/www/selectBbsNttView.do?key=2481&bbsNo=62&nttNo=487762&pageUnit=10&pageIndex=1&searchCnd=all,,,N,,,Y,,,,,,,,132,6410000,경기도,6410000,경기도,6410000,경기도,41000,0011009,0013010,0049010,20241106 ~ 20241120,2024-11-06 17:21:00,2024-11-06 17:40:00,0014010
20241106005400100007,1,005,020,052,0054001,,0044002,청년정책조정위원회 실무위원회 위촉직 위원 모집,,청년정책조정위원회 실무위원회 위촉직 위원 모집,참여권리,청년국제교류,o 청년정책조정위원회 심의사항에 대한 전문적 검토,,국무조정실,,,국무조정실 청년정책조정실,,Y,0057001,,,,,"o 청년DB 홈페이지(www.2030db.go.kr)를 통해 온라인 신청
- 회원가입 → “공지사항” → “청년을 찾습니다” → 지원 신청(청년DB 프로필 등록)
- 신청 완료 여부는 청년DB “등록상태” → “공모전 신청현황”에서 확인 가능",,https://www.2030db.go.kr/user/ntt/BBS_0000000000000005/NTT_0000000000000314/selectNttDetail.do,,"※ 프로필 입력시 유의사항 
: 인적사항(사진 포함), 학력, 근무경력, 주요 활동사항, 주요 결과물, 관심 분야(상세 분야 포함), 자기소개(지원동기), 활동계획 등 모든 항목을 충실히 작성바람.",,,,N,19,34,N,,,,,,,,111,1092000,국무조정실,1092000,국무조정실,1092000,국무조정실,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",0011009,0013010,0049010,20241104 ~ 20241118,2024-11-06 17:21:00,2024-11-06 17:25:00,0014010
20241106005400100006,1,005,020,052,0054001,,0044002,공정거래위원회 2030 자문단 모집 공고,,공정거래위원회 정책 전반에 대해 청년세대의 인식을 전하는 핵심 창구 역할을 수행할 공정거래위원회 2030 자문단 단원을 공개 모집하오니 많은 참여 바랍니다.,참여권리,청년국제교류,"○ 모집분야 : ① 소비자정책, ② 기업거래정책, ③ 경쟁정책  
 - 지원자는 3개 분야를 관심도 순으로 순위까지 작성하여 접수
 ※ 모집분야는 분과 활동을 위한 참고자료로 활용되며 지원자가 선호하는 분과로 배정되지 않을 수 있음

○ 임기 : 위촉일로부터 1년 (*1회 연임 가능)

○ 주요역할  : 공정거래위원회 정책 모니터링 및 정책 제언, 주요 정책에 대한 청년세대의 의견 전달 등

○ 주요활동 : 전체회의(분기 1회), 분과회의(월 1회) 등
 ※ 활동 횟수, 방법 등은 자문단 운영 사정에 따라 바뀔 수 있음",,공정거래위원회,,,공정거래위원회 경쟁정책과,,N,0057001,,,,,"청년DB(https://www.2030db.go.kr)를 통한 온라인 지원
 - 청년 DB 회원가입 및 프로필 등록 후 자문단 지원 신청 
 - 프로필에 활동지역, 자기소개(지원동기), 관련경력, 활동계획, 모집분야(소비자/기업거래/경쟁) 순위 필수 작성
 - 관련경력, 기타 활동 증빙서류는 자기소개란에 별도 파일 첨부","< 선발절차 >
가. 1차 서류심사 : 청년DB에 등록된 프로필 심사
나. 2차 면접심사 : 서류심사 합격자를 대상으로 면접심사
 ※ 상기 일정은 변경될 수 있으며 1차 및 2차 합격자에게 개별 통지 예정",https://www.2030db.go.kr/user/ntt/BBS_0000000000000005/NTT_0000000000000316/selectNttDetail.do,,"가. 심사와 관련된 내용은 비공개입니다.
나. 공정한 심사를 위하여 증빙자료 등을 요청할 수 있습니다.
다. 제출된 서류에 기재된 내용이 사실과 다를 경우 자문단 선발이 취소될 수 있습니다.
라. 타부처 2030자문단과 중복 지원 불가하며, 중복하여 지원한 사실이 확인되면 지원은 무효로 처리될 수 있습니다.
 ※ 단,  공모절차가 완료된 타부처 2030자문단에 지원하였으나, 선발되지 않은 자는 지원 가능 
마. 연락불가 혹은 기재 사항 착오, 누락 등으로 발생하는 책임은 지원자에게 있습니다.
바. 기타 자세한 내용은 공정위 경쟁정책과(044-200-4304)로 문의하기 바랍니다.",,,10,N,19,39,N,,,,,,,,41,1130000,공정거래위원회,1130000,공정거래위원회,1130000,공정거래위원회,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",0011009,0013010,0049010,20241106 ~ 20241115,2024-11-06 17:21:00,2024-11-06 17:26:00,0014010
20241106005400200016,1,005,020,052,0054002,,0044002,마포 청년정책네트워크 <2024 청년정책 아카데미> 참가자 모집,,"2024년의 마무리를 준비하는 11월, 마청넷은 자발적 참여로  '더 나은 마포'를 만들어가는 활동에 관심 있는 청년들을 위해 <마포 청년정책네트워크 2024 청년정책 아카데미>를 준비했습니다. 
딱딱하고 어렵게 느껴졌던 '(청년)정책', '거버넌스', '주민참여'에 대해 기초부터 차근차근 알아가는 강의와 [마청넷] 활동을 맛볼 수 있는 '청년지원정책 체험' 프로그램이 마련되어 있으니 많은 관심과 참여 부탁드립니다!",참여권리,청년국제교류,"1. 장소: 서울청년센터 마포 (서울 마포구 월드컵로1길 14, 마포함께이룸센터 내)

2. 일정
강의 1: 2024. 11. 13.(수) 19시 - 21시
강의 2: 2024. 11. 20.(수)19시 - 21시
청년지원정책 체험 - 퍼스널컬러 진단, 업사이클링 만들기(수납바구니/가죽 다이어리) : 2024.11.27.(수) 13:00~17:30 (프로그램별로 상이)",,서울청년센터,,,서울청년센터,,N,0057001,,,,,- QR코드 또는 링크(http://bit.ly/48DTFlF) 접속 후 신청서 작성,,,,,https://blog.naver.com/youth_mapo/223648136631,,,N,19,39,N,,,,,,,,33,3130000,서울특별시 마포구,6110000,서울특별시,6110000,서울특별시,11440,0011009,0013010,0049010,20241105 ~ 20241111,2024-11-06 17:20:00,2024-11-06 17:41:00,0014010
20241106005400200015,1,005,020,052,0054002,,0044002,2025 안산시 청년활동협의체,,"2025년 안산시 청년활동협의체
안산시 청년활동협의체 위원을 모집합니다!
청년이 중심이 되는 그날까지!
안산시를 함께 그려갈 청년을 찾습니다!",참여권리,청년국제교류,"○ 임 기 : 1년 (2025. 1. 1. 2025. 12. 31.)

○ 주요활동
• 청년의견 수렴 및 청년정책 제안
• 청년 문제 발굴, 조사 및 개선방안 모색
• 국내외 청년단체와의 협력 및 교류 
• 그 밖에 청년의 소통과 참여에 관한 사항

○ 회의운영
정기총회(상·하반기), 분과회의(월 1회), 임원회의(월 1회), 임시회의

○ 분과구성
• 참여 권리분과
• 교육·일자리 분과
• 주거·복지분과
• 문화예술분과

○ 활동지원
• 활동비 지급
• 워크숍, 청년주간 행사 등 청년 관련 행사 참여
• 활동증명서 지급(60%이상 활동시)",,안산시,,,안산시 청년정책관,,N,0057001,,,,,,,https://asyouthspace.kr/main02/1052,,,,,40,N,19,39,N,,,,,,,,100,3930000,경기도 안산시,6410000,경기도,6410000,경기도,41270,0011009,0013010,0049010,20241028 ~ 20241117,2024-11-06 17:20:00,2024-11-06 17:41:00,0014010
20241106005400200001,1,001,004,009,0054002,,0044002,남양주시 청년취업캠프 「취준진담」 참가자 모집,장기미취업청년,"남양주시와 경복대학교 대학일자리플러스센터가
취업준비에 막막한, 취업준비에 지친 청년들을 위하여
힐링과 취업준비를 한번에 할 수 있는
청년취업캠프 「취준진담」을 11. 12.（화）에 개최합니다.
다양한 프로그램이 준비되어있으니, 청년분들의 많은 관심 부탁드립니다!
「취준진담」참가하시고 신입사원웰컴키트도 받아가세요!",일자리,재직자,"1. 행 사 명 : 청년취업캠프 「취준진담」
2. 일 시 : 2024. 11. 12.（화）09:00 ~ 19:00
3. 장 소 : 한강뮤지엄（와부읍）
* 집결지 남양주시청（금곡） 예정 / 선정자 개별 안내
4. 주요내용
- 아이스브레이킹, 힐링공연
- 2025년 채용트렌드
- 자소서 및 면접 유형별 전략 스킬
- 기업 유형별 취업 전문가 컨설팅 등
（국내 대기업, 중견, 글로벌, 마케팅 기업, 해외 취업）",,남양주시청,,,남양주시 청년정책과 청년일자리팀,,N,0057001,,,,,,,,,,https://www.nyj.go.kr/www/selectBbsNttView.do?key=2481&bbsNo=62&nttNo=487645&pageUnit=10&pageIndex=2&searchCnd=all,,,N,19,39,N,,,,,,,,21,3990000,경기도 남양주시,6410000,경기도,6410000,경기도,41360,0011009,0013010,0049010,20241031 ~ 20241112,2024-11-06 17:20:00,2024-11-06 17:41:00,0014010
20241106005400200010,1,004,016,043,0054002,,0044002,2024 서울문화재단 예술인 법률상담,맞춤형상담서비스,서울에서 활동하고 있는 예술인들이 창작활동을 지속하는데 어려움이 없도록 법률상담을 지원,복지문화,예술인지원,"예술인들의 권익보호, 창작활동 과정에서 발생되는 불공정행위 및 법률적 이슈에 대하여 전문가와 개별 상담을 진행

○ 상담 분야
- 법률 : 예술 활동 시 발생하는 불공정행위, 계약, 저작권 등 각종 법률적 문제
- 노무 : 근로 및 노무관리, 예술인 사회적 안전망인 사회보험 문제 등
- 회계 : 단체 및 사업 운영 시 발생되는 세무, 회계 상의 문제 등
- 각종 법률서식 작성 및 검토 지원(내용증명, 신청서, 계약서 검토 등)

○ 상담 유형 (선택)
① 대면 상담 : 약속된 일정에 상담 장소로 직접 내방하여 전문가와 상담 진행
② 온라인 상담 : 약속된 일정에 맞춰 온라인 플랫폼(zoom)을 통해 전문가와 화상회의 방식으로 상담 진행
③ 서면 상담 : 신청 시 작성한 질문에 대하여 전문가가 직접 답변을 작성하여 전달하는 방식으로 진행
※ <법률서식 작성 및 검토>는 상담(대면 or 온라인)을 토대로 진행되며 완성된 서식은 별도 전달",,서울문화재단 예술청팀,,,서울문화재단 예술청팀,,N,0057001,,,,,"- 서울문화재단 홈페이지(www.sfac.or.kr)를 통한 온라인 접수
(※ 서울문화재단 통합회원 가입 필수)",,https://www.sfac.or.kr/cnslt/cnsltReqstLawInfo.do,,,https://www.sfac.or.kr/cnslt/cnsltReqstLawInfo.do,,,N,,,Y,,,,,,"○ 상담지원 제한
- 동일 신청인 기준 상담 신청은 최대 1회까지 가능
- 단, 관련된 내용으로 추가 상담 요청 시 3회까지 가능",,51,6110000,서울특별시,6110000,서울특별시,6110000,서울특별시,11000,0011009,0013010,0049010,20240301 ~ 20241130,2024-11-06 10:31:00,2024-11-06 10:37:00,0014010
20241106005400200013,1,004,016,043,0054002,,0044002,2024 서울문화재단 청소년 문화예술인 상담,맞춤형상담서비스,청소년 문화예술인의 안정적인 예술계 진입과 정착을 위해 상담프로그램을 지원합니다. 청소년 문화예술인들의 다양한 내면적 고충을 진단하고 해결할 수 있도록 전문상담사와 개별 심리 및 진로 상담을 진행합니다.,복지문화,예술인지원,"○ 지원내용
청소년 문화예술인 심리ㆍ진로상담 및 심리검사비 지원

○ 지원범위
심리검사비 : 필요시 1인 1회 한도 지원
심리상담비 : 2024년 이내 1인 10회 한도 지원

○ 상담기간
2024년 9월 19일(목)~12월 20일(금)

○ 상담내용
심리건강(성격문제 및 우울, 불안, 강박 등), 진로고민(예술활동 관련 진학 및 중도 포기 등), 대인관계(가족, 교우관계 등), 자기이해 및 자아성장 등

○ 상담방법
‘서울시청소년상담복지센터’ 방문 상담
* 서울특별시 중구 을지로11길 23 청소년회관",,서울문화재단 예술청팀,,,서울시청소년상담복지센터 상담팀,,N,0057001,,,,,서울문화재단 (www.sfac.or.kr) 온라인 접수,,https://www.sfac.or.kr/cnslt/cnsltReqstYngbgsInfo.do,,"교통비 등 개인 비용은 지원하지 않으며, 심리상담 비용은 상감기관으로 지급됩니다.
상담 중 알게된 정보(상담 전문가의 개인정보, 상담내용, 심리검사 결과 등)를 일반에 공개하거나 예술활동 또는 영리활동에 이용하는 본연의 목적에 어긋나는 행동을 할 수 없습니다.",https://www.sfac.or.kr/cnslt/cnsltReqstYngbgsInfo.do,,,N,0,19,N,,,,,,,,23,6110000,서울특별시,6110000,서울특별시,6110000,서울특별시,11000,0011009,0013010,0049010,20240909 ~ 20241206,2024-11-06 10:20:00,2024-11-06 10:38:00,0014010
20241106005400100005,1,005,020,052,0054001,,0044002,서초구 방배동 1인 창조기업 지원센터 입주기업 3인실 상시모집,,"(주)오퍼스이앤씨는 업력 13년차 1인 창조기업 지원센터입니다. 
1인 창조기업의 사업화를 적극 지원하고자 하오니 본 공고의 많은 관심과 참여바랍니다.
감사합니다.",참여권리,청년국제교류,"모집규모 및 입주부담
■ 3인실 단독룸 1개실 (공실 1개) / 2.5평 (8.2㎡) / 창문 X → 입주부담금 월 60만원대
※ 예치금은 입주계약시 1회 정가 발생하며, 퇴실시 환급해드리고 있습니다.
※ 입주부담금은 매월 발생하는 금액입니다. (세금계산서 발행)
※ 자세한 문의는 이메일 or 전화 부탁드립니다.
입주기간6개월 단위 계약 (총 2년 입주 가능)
모집분야 : 1인창조기업 적합업종(정회원)
▶ 1인창조기업 자가진단 바로가기 https://www.k-startup.go.kr/common/knProject/application/ac/coCheckPop.do
센터 공간사진 바로가기 및 둘러보기
● 공간사진 http://www.opusbiz.kr/web/home.php?go=Business_0101http://opusbiz.kr/web/home.php?go=Business_0103
● 둘러보기 https://blog.naver.com/opusenc/223099118786
센터위치 : 서울시 서초구 방배로93, 보령빌딩 3층(2호선 방배역 3번출구 도보 1분 / 7호선 내방역 3번출구 도보 5분)
※주차는 불가합니다.사무공간지원(365일 24시간)
- 업무시설 지원 (복합기, 세단기, 우편함 등 OA시설 완비)
- 사업자주소지 등록 및 이전 가능- 공용공간 활용 지원(6인 회의실 , 30인 교육장, 15인 Biz-Cafe)
- 팩스·우편물·택배 대리수령 및 보관 창업보육지원- 입주기업 맞춤형 창업지원사업 정보제공 및 신청지원
- 홈페이지 및 홍보물 등 제작 지원- 언론홍보 활동 및 전시회 참가비용 지원
- 특허, 실용신안, 디자인, 상표 등 입주기업의 산업재산권 출원 지원
- 창업자 경영역량 강화 교육 및 세미나 지원- 입주기업 간 협업 지원 등",,-,-,,㈜오퍼스이앤씨 센터장,오진주,N,0057001,,,,-,이메일 접수 (opusenc@naver.com)- 제출서류 작성 후 첨부하여 이메일 접수- 다수 신청자 발생의 경우 센터 자체 제출서류심사,-,,입주신청서 및 사업계획서개인정보동의서 및 정보활동동의서,-,https://blog.naver.com/opusenc/223099118786,,,N,,,Y,,,,,,-,- 창업개시일로부터 1개월 이내 직원을 채용한 기업- K-Startup 1인 창조기업 정회원 승인을 받지 못한 기업,33,B552735,창업진흥원,B000000,정부산하기관및위원회,B000000,정부산하기관및위원회,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",0011009,0013010,0049010,20241107 ~ 20241115,2024-11-06 09:37:00,2024-11-06 10:16:00,0014010
